model,tier,policy,workload,accelerator,mean_ttft_ms,mean_tpot_ms,mean_latency_ms,p99_ttft_ms,p99_tpot_ms,num_requests,generated_tokens_total,mean_stall_ms_per_request,shadow_hit_rate,evict_npu_to_cpu_bytes,evict_npu_to_cxl_bytes,load_cpu_to_npu_bytes,load_cxl_to_npu_bytes,evicpress_compression_events,evicpress_compressed_bytes_saved,evicpress_ratio_sum,harp_prefetch_bytes_total,harp_prefetch_bytes_progress,harp_prefetch_overlap_bytes,harp_stall_time_ns,harp_stall_events,harp_shadow_hit_tokens,harp_decode_tokens_total,harp_shadow_ratio_sum,harp_shadow_ratio_events,tier_transition_bytes_total,tier_transition_mb_total,evicpress_avg_ratio,stall_overlap_ratio,harp_avg_shadow_ratio,transition_mb_per_generated_token,eviction_events_total
phi_moe,pcie_nvme,smallest_kv,fixed_256,A6000,88349.28013651953,92.09589160546875,135410.28099091016,195963.16838355,176.85281369999998,256.0,131072.0,0.0,0.0,0.0,2845835264.0,0.0,2845835264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5691670528.0,5428.0,1.0,0.0,1.0,0.041412353515625,145.0
phi_moe,pcie_nvme,smallest_kv,sharegpt_300,A6000,120129.93335519332,174.00704706,163726.80503201002,274583.798371,925.2178362799997,300.0,96969.0,0.0,0.0,0.0,3506438144.0,0.0,3506438144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7012876288.0,6688.0,1.0,0.0,1.0,0.06897049572543802,367.0
phi_moe,pcie_nvme,tail,fixed_256,A6000,89298.0018819961,90.13133100781249,135355.1122790039,196736.23746325,176.19163814999996,256.0,131072.0,0.0,0.0,0.0,2942304256.0,0.0,2942304256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5884608512.0,5612.0,1.0,0.0,1.0,0.042816162109375,149.0
phi_moe,pcie_nvme,tail,sharegpt_300,A6000,79251.32211904333,97.66331171666667,106377.62920457333,173470.62881258,333.83357517999974,300.0,96969.0,0.0,0.0,0.0,6329204736.0,0.0,6329204736.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12658409472.0,12072.0,1.0,0.0,1.0,0.1244933947962751,169.0
phi_moe,ssd,evicpress,fixed_256,A6000,578267.803326625,663.9304111640624,917536.2436832421,1274891.7755710997,1264.9456917999998,256.0,131072.0,0.0,0.0,30394023936.0,0.0,30394023936.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60788047872.0,57972.0,1.0,0.0,1.0,0.442291259765625,472.0
phi_moe,ssd,evicpress,sharegpt_300,A6000,146518.07667853666,194.31430918666666,195219.81034887332,283211.5424633398,794.6751118799978,300.0,96969.0,0.0,0.0,9953083392.0,0.0,9953083392.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19906166784.0,18984.0,1.0,0.0,1.0,0.19577390712495746,163.0
phi_moe,ssd,fifo,fixed_256,A6000,575084.1448403985,659.5025261835938,912089.9359723906,1266367.6515767998,1259.642755675,256.0,131072.0,0.0,0.0,0.0,30394023936.0,0.0,30394023936.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60788047872.0,57972.0,1.0,0.0,1.0,0.442291259765625,472.0
phi_moe,ssd,fifo,sharegpt_300,A6000,421147.64118697995,485.0788741833333,548960.7004400083,881181.6673397399,1728.7294953999995,300.0,96969.0,0.0,0.0,0.0,17154703360.0,0.0,17154703360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34309406720.0,32720.0,1.0,0.0,1.0,0.33742742525961905,258.0
phi_moe,ssd,harp,fixed_256,A6000,83313.80979195313,104.074904078125,136496.0860302617,196325.07824559996,179.75414279999998,256.0,131072.0,0.0,0.016389432485322895,0.0,4081057792.0,0.0,4081057792.0,0.0,0.0,0.0,4081057792.0,4081057792.0,4081057792.0,0.0,0.0,2144.0,130816.0,134.0,134.0,8162115584.0,7784.0,1.0,1.0,1.0,0.05938720703125,134.0
phi_moe,ssd,harp,sharegpt_300,A6000,40316.08494933667,70.43929076666666,61808.645649846665,92777.38155749,125.71373861999994,300.0,96969.0,0.0,0.011679028437244618,0.0,7480541184.0,0.0,7426506836.0,0.0,0.0,0.0,7480541184.0,7426506836.0,7426506836.0,0.0,0.0,1129.0,96669.0,73.0,73.0,14907048020.0,14216.468830108643,1.0,0.9927766792975389,1.0,0.14660838855828814,73.0
phi_moe,ssd,largest_kv,fixed_256,A6000,410943.43167615624,367.4417178828125,598706.1497711249,791466.5929489499,972.8955691499999,256.0,131072.0,0.0,0.0,0.0,25969033216.0,0.0,25969033216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51938066432.0,49532.0,1.0,0.0,1.0,0.377899169921875,378.0
phi_moe,ssd,largest_kv,sharegpt_300,A6000,94636.15740282666,131.52478286333331,127111.36246282,206272.71001242998,688.4246156099995,300.0,96969.0,0.0,0.0,0.0,17282629632.0,0.0,17282629632.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34565259264.0,32964.0,1.0,0.0,1.0,0.3399436933452959,84.0
phi_moe,ssd,lru,fixed_256,A6000,85931.2039586328,109.76591288671875,142021.58568704687,198465.27302344993,162.52872389999996,256.0,131072.0,0.0,0.0,0.0,4401922048.0,0.0,4401922048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8803844096.0,8396.0,1.0,0.0,1.0,0.064056396484375,176.0
phi_moe,ssd,lru,sharegpt_300,A6000,96509.34138213,124.39145442666666,127869.92787695,209588.70624526998,530.0020599299988,300.0,96969.0,0.0,0.0,0.0,7895777280.0,0.0,7895777280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15791554560.0,15060.0,1.0,0.0,1.0,0.15530736627169509,152.0
phi_moe,ssd,random,fixed_256,A6000,97843.39027143359,110.77542569140624,154449.63306361326,230483.29847214997,191.38385524999995,256.0,131072.0,0.0,0.0,0.0,5263851520.0,0.0,5263851520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10527703040.0,10040.0,1.0,0.0,1.0,0.07659912109375,150.0
phi_moe,ssd,random,sharegpt_300,A6000,98777.88215724332,116.82632020999999,130513.90679258667,213141.30739888,377.30250391999937,300.0,96969.0,0.0,0.0,0.0,6371147776.0,0.0,6371147776.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12742295552.0,12152.0,1.0,0.0,1.0,0.12531840072600522,117.0
phi_moe,ssd,smallest_kv,fixed_256,A6000,88887.77391091797,92.54190812890624,136176.68922366406,197026.54389754997,178.04506914999996,256.0,131072.0,0.0,0.0,0.0,2845835264.0,0.0,2845835264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5691670528.0,5428.0,1.0,0.0,1.0,0.041412353515625,145.0
phi_moe,ssd,smallest_kv,sharegpt_300,A6000,120765.06948444,174.7414425,164546.63758965666,275926.09367699997,927.6262747199996,300.0,96969.0,0.0,0.0,0.0,3506438144.0,0.0,3506438144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7012876288.0,6688.0,1.0,0.0,1.0,0.06897049572543802,367.0
phi_moe,ssd,tail,fixed_256,A6000,89847.61234535546,90.58180735937499,136134.91615573826,197837.22198025,177.36039084999996,256.0,131072.0,0.0,0.0,0.0,2942304256.0,0.0,2942304256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5884608512.0,5612.0,1.0,0.0,1.0,0.042816162109375,149.0
phi_moe,ssd,tail,sharegpt_300,A6000,80486.12648227,98.65956141,107896.81701405332,175896.87444457997,336.2491529599998,300.0,96969.0,0.0,0.0,0.0,6329204736.0,0.0,6329204736.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12658409472.0,12072.0,1.0,0.0,1.0,0.1244933947962751,169.0
